YORF,05_min,10_min,15_min,20_min,20-bis_min,40_min,60_min,80_min
YPL096W,0.543,0.863,0.642,0.973,0.641,-0.03,0.185,0.268
YJR074W,0.0145,1.229,1.2535,1.3975,0.7165,1.434,0.8475,0.6055
YBL100C,0.205,0.881,1.119,0.589,0.082,0.461,-0.186,-0.357
YLR051C,-1.146,0.016,-1.956,-1.1808,-1.549,-1.172,-0.302,0.148
YKL120W,-1.247,-1.312,-1.442,-1.065,-0.996,-0.274,-0.159,0.032
YDR231C,0.755,1.589,1.341,1.444,1.206,0.747,0.494,-0.021
YHR078W,0.089,0.434,-0.42,0.1113,-0.37,-0.088,-0.09,-1.371
YGR229C,-0.6945,-1.308,-1.1405,-0.8865,-0.791,-0.752,-0.4595,-0.1905
YGR072W,0.135,0.248,-0.586,-0.026,-0.385,-0.315,0.264,0.647
YPR143W,-1.898,-2.688,-3.07,-1.837,-2.179,-2.174,-0.508,-0.006
YGL115W,0.291,0.769,0.66,0.493,0.491,-0.031,-0.025,0.378
YHR205W,-0.493,-0.6565,-0.3675,-0.488,-1.0735,-0.4425,-0.6495,-0.6145
YLR192C,0.167,0.334,-0.042,-0.188,-0.503,-0.115,-0.192,-0.53
YMR012W,0.103,-1.124,-0.7475,-0.533,-0.5445,-0.3495,-0.13,-0.2105
YMR307W,-0.153,-1.001,-1.097,-1.613,-1.382,-0.884,-0.277,-0.21
YDR271C,0.155,1.1373,1.1073,0.872,0.608,0.6303,0.5083,0.3567
YGL177W,-0.078,0.271,-0.048,-0.257,-0.705,-0.66,-0.919,-0.395
YKL177W,-0.319,0.653,0.021,1.291,-1.041,-1.943,-0.613,-1.024
YDR081C,-0.611,-0.647,-0.383,-0.735,-1.176,0.051,-0.103,-0.294
YDR448W,-0.469,-0.447,-0.603,-0.716,-0.625,-0.746,-0.259,-0.022
YDL040C,0.149,-0.284,-0.316,0.044,-0.297,-0.782,-0.098,-0.372
YJR127C,1.4137,1.1957,1.6753,1.0803,1.1533,0.4107,0.5767,0.6573
YGL136C,0.118,0.193,0.624,0.597,0.518,0.287,0.407,0.396
YDR503C,0.288,1.184,1.216,0.887,0.694,0.899,0.559,0.32
YJL187C,-0.2965,-1.181,-1.1332,-0.8055,-1.0805,-0.437,0.391,0.2165
YGL218W,0.591,1.111,1.125,1.017,0.918,0.5353,0.465,0.384
YGR287C,1.344,1.664,2.1315,-0.5115,1.6155,0.5875,0.5335,0.4565
YGR123C,-0.549,-1.982,-3.5875,-2.638,-3.2965,-1.9375,-0.695,-0.732
YLR307W,1.601,0.632,0.224,0.502,-0.239,-1.0,-0.069,-3.561
YMR190C,0.724,0.3545,0.118,0.441,-0.223,-0.0725,0.3665,-0.0395
YOL016C,2.1845,2.4395,2.1925,2.4303,1.9175,0.7555,0.8,0.613
YPR113W,-0.066,-0.346,-0.217,1.1,-0.609,-0.443,0.194,-0.227
YKL160W,0.749,0.106,-0.076,-0.377,0.123,-0.293,0.419,0.568
YAL007C,-0.007,0.336,-0.094,-0.27,-0.484,-0.403,0.326,-0.099
YIL031W,0.006,0.01,-0.1805,0.2025,-0.0155,-0.533,0.0965,0.2075
YBL064C,2.253,3.38,3.764,0.788,3.794,2.215,1.318,1.505
YLR359W,-0.172,-1.152,-0.074,1.398,-0.884,-0.386,-0.272,-0.383
YJL198W,-0.8955,-2.4485,-2.2754,-2.395,-2.408,-1.155,-0.386,-0.593
YPL032C,0.593,0.052,-1.2405,0.809,0.2925,2.527,0.2735,0.913
YHR025W,0.078,-0.5405,-0.453,0.4685,-0.7285,-0.672,-0.1985,-0.419
YJL025W,-0.9235,-0.658,-1.203,-1.105,-1.058,-0.4517,-0.0345,0.1245
YOR123C,0.389,0.195,-0.492,0.0488,-0.141,-0.783,0.16,0.163
YLR423C,0.48,0.518,0.47,0.624,0.913,0.435,0.058,0.264
YIL161W,0.5735,0.911,-0.0985,1.6005,0.3985,0.247,1.024,1.272
YIL106W,-0.067,0.3525,0.134,-0.672,-0.279,-0.59,-0.5005,-0.2055
YJR046W,1.6035,2.139,1.578,4.0345,0.492,0.806,0.64,0.5905
YNL144C,2.023,2.187,1.526,-1.485,0.866,-1.064,-0.075,-0.628
YPL279C,-0.767,-0.795,-1.189,-1.302,-1.454,-0.778,-0.483,-0.573
YPL060W,0.732,1.293,0.923,0.63,0.652,0.226,0.494,0.38
YHR171W,1.6435,2.397,2.2195,1.8025,1.7555,0.5515,0.519,0.544
YNL020C,0.0835,0.319,0.478,0.516,0.251,0.3685,0.2465,0.2195
YOR168W,-0.129,-1.563,-1.245,-1.201,-0.982,-0.725,-0.286,-0.406
YOR321W,-0.032,0.06,0.333,1.126,-0.163,-0.051,0.121,-0.094
YLR330W,0.122,0.275,0.267,0.086,0.113,-0.561,-0.139,-0.127
YJL010C,-0.8673,-1.6553,-2.0164,-0.6465,-1.7023,-0.7877,-0.895,-1.3587
YCR038C,0.617,0.468,0.773,1.449,0.594,0.513,0.443,0.294
YGL077C,-0.137,-0.104,-0.063,-0.3168,-0.497,0.318,-0.322,-0.424
YLR411W,0.095,0.271,0.1939,-0.084,0.119,0.146,-0.119,-0.127
YNL050C,-0.3005,1.014,-0.5315,1.491,-0.663,-0.037,-0.428,-0.6225
YMR261C,0.9125,0.6005,1.9195,3.724,1.675,1.4875,0.987,1.861
YBR236C,0.078,0.393,0.48,1.521,0.593,0.422,0.371,0.359
YPL044C,-1.654,-3.287,-4.106,-2.347,-2.774,-2.22,-0.88,-0.836
YLL005C,0.773,1.064,0.523,0.455,0.357,0.207,0.072,0.259
YLR441C,0.328,-0.795,-1.911,-2.1,-1.733,-1.553,-0.402,-0.194
YBR205W,-0.347,-0.511,-0.439,-0.587,-0.519,-0.493,-0.303,-0.215
YJL152W,0.27,1.3385,0.9595,1.517,0.976,0.658,0.3095,0.271
YHL039W,-0.469,-1.306,-1.61,-1.079,-1.8047,-1.0508,-0.8843,-0.499
YFR029W,0.366,1.037,0.611,0.8158,0.494,0.169,0.305,0.171
YGL053W,0.0,0.944,0.94,0.88,0.768,0.776,0.372,0.339
YIL147C,-0.7525,-1.49,-0.949,-1.1855,-1.022,-0.253,-0.424,-0.4575
YGL220W,0.025,0.545,0.098,0.236,0.131,-0.1949,0.366,0.479
YGR216C,-0.5245,-0.4665,-0.2025,-0.6665,-0.7755,-0.083,-0.317,-0.497
YDR100W,0.173,1.365,1.448,0.897,1.053,0.543,0.09,0.063
YOR383C,1.2015,2.933,3.1915,3.1225,2.8455,2.2215,1.3055,0.9995
YER113C,-0.369,-0.697,-0.053,-0.186,-0.041,-0.09,0.21,0.257
YGL242C,0.401,1.038,0.936,1.128,0.968,0.445,0.579,0.828
YOR085W,-0.513,0.174,0.076,-0.432,-0.754,0.164,-0.285,-0.814
YOL067C,-0.337,-0.092,0.431,0.236,-0.098,0.595,-0.292,-0.05
YGL026C,0.302,-0.002,0.439,0.116,0.192,0.114,0.452,0.296
YOR062C,1.093,1.332,0.567,0.4775,0.5005,-0.054,0.072,-0.1515
YER136W,0.181,0.335,0.714,0.461,0.521,0.16,0.212,0.043
YOL159C,0.441,1.143,0.941,0.499,0.219,0.969,0.681,0.191
YLR298C,0.264,0.463,0.037,0.317,0.15,-0.9,0.065,0.322
YFL016C,3.102,3.485,3.054,2.493,2.768,1.324,1.76,1.475
YIL055C,1.1867,1.5603,0.6167,2.182,0.831,0.5433,0.5973,-0.3317
YOR045W,-0.681,0.383,-0.27,0.3052,-0.807,-0.264,-0.71,-1.32
YDL029W,0.496,1.056,0.937,0.859,0.779,0.177,0.319,-0.059
YGL176C,0.118,0.194,0.031,-0.283,-0.273,-0.381,0.074,0.141
YGR012W,0.536,0.725,0.291,0.352,0.075,0.141,0.367,0.231
YPR185W,0.336,0.048,0.719,0.892,0.802,0.182,0.56,0.333
YLR087C,1.231,0.518,-0.1195,1.725,-0.9175,0.3995,0.1625,-0.1337
YOL085C,1.585,2.034,2.995,3.203,1.389,0.441,-1.17,-0.348
YDR089W,0.438,0.472,0.671,0.256,-0.428,0.806,0.516,0.562
YHL003C,0.118,-0.0005,0.098,-0.077,-0.0665,-0.3955,-0.4125,-0.54
YBR099C,2.665,1.109,1.89,0.052,0.022,-0.227,0.208,0.014
YHR213W,0.235,-0.5025,-0.2915,1.7837,0.0075,0.0195,0.2695,0.2455
YBL002W,0.601,0.891,-0.302,-0.681,-1.059,-1.738,0.637,0.525
YOL065C,0.152,0.796,0.684,0.602,0.157,0.098,-0.306,0.0
YJR026W,-0.118,-1.4315,0.0135,0.244,0.1015,0.3895,0.1265,0.302
YEL074W,-0.601,-1.198,-0.563,-0.154,-0.397,0.041,-0.064,-0.344
YKL117W,0.474,1.061,0.912,0.977,1.002,0.358,0.369,0.395
YDR326C,0.248,-0.472,-0.219,-0.429,-0.795,-0.476,-0.291,-0.077
YJR032W,0.01,-0.1525,-0.2725,0.925,-0.709,-0.843,-0.004,0.1925
YKL131W,0.355,-0.98,-1.051,-1.233,-1.317,-0.627,-0.591,-0.84
YMR216C,-0.15,0.18,0.337,-0.13,-0.463,0.349,0.29,-0.114
YDR429C,-0.439,-1.326,-1.979,1.372,-1.562,-1.278,-0.598,-0.726
YJL089W,1.401,2.2125,2.355,2.416,1.9285,0.903,0.5135,0.3375
YEL068C,-0.232,0.347,-0.465,-0.54,-0.487,-0.507,-0.549,-0.599
YPL005W,3.6985,2.1275,2.53,2.683,1.1435,1.5285,-2.196,2.2331
YHR038W,-0.0155,0.7285,0.5115,0.6305,0.3235,0.3675,0.012,-0.1815
YMR177W,-0.085,-0.597,-0.96,-0.622,-0.599,-0.829,-0.02,-0.265
YMR076C,-0.062,-0.302,-1.02,-0.921,-1.393,-0.299,0.829,0.347
YNL049C,-0.507,-1.147,-0.298,0.847,-0.447,-0.205,0.223,0.104
YLR033W,-0.251,0.149,-0.388,-0.289,-0.469,-0.229,-0.252,-0.272
YNL233W,-0.203,-0.72,0.183,1.068,-0.238,-0.216,0.269,0.089
YMR079W,-0.325,-1.036,-1.019,-1.286,-1.256,-0.973,-0.744,-0.587
YMR088C,-0.276,-0.44,-0.115,-0.372,-0.561,-0.15,-0.012,-0.02
YKL070W,-0.566,0.1175,-0.4165,1.357,-0.778,-0.746,-0.3105,-0.405
YOL054W,-0.724,-1.143,-1.389,-1.132,-1.371,-0.426,-0.44,-0.308
YGR071C,2.2415,2.517,1.1495,2.565,3.637,1.7959,1.8205,2.8715
YGR265W,-0.156,-1.9975,-1.6145,-1.6255,-1.905,-1.46,-0.714,-0.5275
YNL310C,0.142,1.185,0.48,0.561,0.224,0.365,0.322,0.331
YML071C,1.037,1.514,0.4126,1.1452,0.715,-0.341,-0.079,2.687
YHR137W,1.969,4.1055,4.9795,2.4785,3.82,1.3125,0.447,0.3865
YBR081C,0.1783,0.3147,0.2637,0.3267,-0.122,0.0887,0.1693,0.1523
YLR306W,0.438,0.309,-0.153,-0.047,-0.517,-0.315,-0.039,-0.55
YHR014W,2.6977,1.7407,0.5013,2.892,0.176,0.2293,0.684,-0.2573
YER007C-A,-0.007,-0.069,-0.627,-0.325,-0.878,-0.437,0.209,0.151
YJL169W,0.22,0.0315,-0.347,1.154,-0.6555,-0.468,-0.1855,-0.251
YAR008W,0.121,0.409,-0.255,-0.049,-1.078,-0.463,-0.878,-0.778
YOR067C,-0.425,-0.135,-0.443,-0.643,-1.264,0.148,-0.447,-0.746
YNL213C,0.092,0.112,-0.397,0.427,-0.278,-0.227,0.0,-0.016
YLR454W,-0.032,0.2685,-0.0195,0.8385,0.1245,0.178,0.014,0.88
YGR010W,0.527,0.943,1.116,0.834,0.506,0.461,0.363,0.224
YIL019W,-0.6745,-2.3275,-4.4845,-3.9755,-3.631,-1.9705,-0.443,0.1555
YBR266C,-3.441,-2.822,-3.764,-4.351,-3.869,-1.732,-1.154,-0.773
YBR170C,0.31,0.793,1.369,1.189,1.012,0.78,0.485,0.536
YMR326C,0.5975,0.572,-0.9925,-1.7415,-1.3125,-0.015,-0.8675,-1.2324
YJL156C,-0.0845,-0.451,0.3425,0.534,0.178,0.0125,-0.0325,0.005
YOR226C,0.0,0.039,-0.589,6.143,-0.265,-0.268,0.095,0.052
YOR114W,0.488,0.64,-0.166,-0.015,-0.919,-1.04,0.221,-0.363
YOL118C,1.043,0.779,0.454,0.532,0.373,0.312,0.438,-0.549
YIL063C,0.795,0.894,0.198,0.875,0.7495,-0.022,0.809,1.4765
YER082C,-0.885,-3.133,-2.842,-2.415,-2.255,-1.288,-0.356,-0.183
YJL113W,1.738,1.961,0.204,0.634,0.7723,1.3977,0.3967,-0.3509
YIR018W,0.7665,0.9225,0.3885,3.472,-0.042,-0.2105,0.418,-0.3525
YBR143C,-0.511,-1.434,-1.754,-0.291,-1.726,-1.218,-0.72,-0.437
YHR024C,-0.2067,0.39,0.5447,1.5407,0.2737,0.3747,0.273,0.1017
YBR284W,1.175,1.092,1.444,1.427,1.256,0.965,0.512,0.147
YGL089C,0.312,0.439,0.193,0.097,-0.525,0.278,-0.166,-0.193
YER091C,-0.676,-2.082,-0.314,0.653,0.936,3.151,1.683,0.964
YLR405W,-1.238,-1.958,-1.5176,-1.481,-1.393,-0.942,-0.699,-0.369
YML020W,0.802,0.662,1.2445,0.7755,0.4175,0.184,-0.1385,0.1445
YDR113C,0.247,0.399,-0.169,-0.521,-1.065,-0.522,0.055,0.13
YPR001W,0.355,0.959,1.014,1.368,0.758,-0.334,0.106,0.147
YCL022C,-0.032,-0.405,-0.891,-0.96,-0.855,-0.456,0.282,-0.087
YDL010W,0.607,0.928,0.572,0.603,0.778,0.044,0.403,0.426
YCR083W,-0.116,0.515,0.647,0.609,0.763,0.369,0.054,0.048
YGL217C,-0.06,-0.596,-0.433,-0.891,-1.191,-0.43,-0.165,-0.475
YDL018C,0.375,1.198,0.944,1.286,0.656,0.12,0.286,0.155
YOR223W,1.426,1.572,1.176,3.369,0.699,0.038,0.308,-0.04
YOR176W,0.529,0.574,0.8461,0.847,1.049,0.293,-0.214,-0.504
YML030W,0.163,0.711,0.387,0.762,0.594,-0.176,-0.469,-0.01
YBR299W,1.015,0.9335,0.9775,1.215,0.571,-0.4895,-0.425,-0.4325
YMR120C,1.1635,1.521,1.2505,2.314,1.409,2.6332,0.825,1.2715
YJL149W,0.8015,1.296,1.2625,1.4685,0.7715,0.9095,0.474,0.447
YGL040C,-0.245,-0.324,0.448,0.321,0.402,0.558,0.223,-0.133
YGL096W,1.611,1.263,1.343,1.355,1.193,-0.087,0.748,0.657
YJR092W,0.417,-0.4485,0.002,-0.1235,-0.176,-0.4463,0.174,1.1995
YJL136C,-0.4337,-1.08,-1.8617,-0.5237,-1.476,-1.4307,-0.5913,-0.4453
YKL098W,0.085,0.319,0.108,0.28,0.015,0.007,0.303,0.143
YIR041W,0.2995,0.7955,0.3065,0.4885,0.4475,-0.0725,0.235,-0.006
YNL156C,0.723,1.835,1.681,1.631,1.312,0.897,0.305,0.092
YDR327W,0.114,0.842,0.337,0.447,-0.048,0.019,-0.21,-0.128
YDR062W,-0.471,-0.567,-0.455,-0.127,-0.635,-0.567,-0.683,-0.67
YOL107W,-0.1,0.853,1.206,0.36,0.463,0.962,0.4,0.731
YOR151C,-0.096,-0.638,-0.256,-0.207,-0.186,-0.11,0.174,-0.063
YDR076W,0.063,0.273,-0.04,0.33,-0.102,-1.132,0.443,0.519
YLR147C,0.13,0.029,-0.199,0.258,-0.334,-0.162,0.035,0.132
YLR053C,0.328,1.027,0.221,3.07,0.075,-0.397,-0.085,-0.553
YPR067W,0.296,0.827,0.616,0.566,0.323,0.03,-0.239,0.102
YDL030W,0.104,0.302,-0.312,0.254,-0.318,0.577,0.069,-0.277
YGR218W,-0.0605,-0.3965,0.254,0.019,-0.201,0.2565,-0.0015,-0.35
YDR431W,-0.069,-0.619,0.831,-0.786,0.837,0.689,0.132,-0.229
YDL076C,0.537,0.017,0.19,0.374,0.306,-0.132,-0.054,-0.217
YER006W,-0.484,-2.048,-2.652,1.472,-2.781,-2.148,-0.845,-0.821
YBR010W,0.278,0.296,-0.69,-0.553,-0.401,-1.802,0.533,0.541
YOR380W,2.1235,1.626,2.6035,2.314,0.484,2.2335,0.399,1.1258
YNL333W,-0.421,1.065,0.333,0.003,-0.112,0.0,0.803,0.23
YIR001C,-0.0375,0.0735,-0.1345,0.2675,-0.1175,-0.434,0.1695,0.3115
YPR133C,-0.063,-0.141,-0.455,0.707,-0.34,-0.945,0.108,0.151
YGL255W,-0.555,-0.439,-1.527,0.408,-1.75,-1.459,-1.675,-1.35
YDR438W,-0.164,0.181,0.421,-0.282,0.142,-0.203,-0.156,-0.126
YGL137W,0.113,-0.219,0.229,0.102,0.228,0.005,0.079,0.126
YNL197C,-0.455,-1.123,-0.11,-0.464,-0.394,-0.092,-0.357,-0.364
YER010C,-0.163,0.765,0.137,-0.3113,-0.437,-0.415,-0.433,-0.796
YDL067C,0.231,1.282,0.547,-0.087,-0.477,0.064,-0.09,-0.351
YKR081C,-1.614,-4.01,-4.459,-3.157,-3.308,-1.663,-0.617,-0.21
YOL095C,0.409,0.924,0.374,0.579,0.628,-0.606,0.097,-0.292
YMR135C,1.217,0.996,1.475,1.486,1.525,0.566,0.426,0.532
YLR005W,0.104,0.779,0.593,0.812,0.158,0.243,0.313,0.438
YNL170W,0.003,0.81,0.456,-0.136,-0.248,0.052,-0.147,-0.359
YOR333C,-0.467,0.303,-0.614,1.138,-0.542,-0.158,-0.737,-1.513
YHL002W,0.16,0.5495,0.3215,0.6805,0.5595,0.216,0.246,0.264
YDR322W,-0.149,0.152,0.45,0.645,0.582,0.2,0.225,0.346
YOR216C,0.11,-0.719,-0.452,0.962,0.38,-0.177,0.563,0.396
YDL126C,0.265,-0.022,1.054,0.913,1.143,0.949,0.631,0.546
YDR045C,-0.494,-0.776,-1.547,2.034,-1.683,-1.158,-0.153,-0.216
YGR076C,-0.043,0.815,0.549,0.968,0.717,0.544,0.087,0.044
YNL176C,0.667,0.34,0.408,-0.033,-0.014,0.243,0.058,0.133
YOR230W,0.993,1.506,1.581,2.181,1.674,0.951,0.983,0.989
YHR212C,0.5985,-0.0665,0.3655,2.7772,0.343,0.509,0.5125,-0.401
YOL008W,0.04,0.849,2.059,0.7841,0.028,-0.971,-0.147,-0.431
YHL041W,0.001,0.7535,-0.6351,0.0198,-0.7075,-0.5589,-0.8885,-1.4825
YJL082W,1.8655,1.708,2.1265,0.582,1.481,0.791,0.683,0.4315
YJL114W,-0.0445,-1.2735,-0.107,0.1855,0.3945,0.121,0.6335,0.8365
YGL104C,0.973,1.66,2.468,1.887,2.115,1.462,0.473,0.138
YGR089W,-0.816,-1.673,-0.444,0.133,-0.434,-0.069,-0.314,-0.299
YER092W,0.072,0.464,0.171,-0.106,0.154,-0.09,0.443,0.491
YBR300C,-0.311,0.335,-0.635,-0.583,-1.404,-0.956,-0.88,-0.85
YDR383C,1.086,0.543,-0.204,-0.118,-0.392,-0.465,0.202,0.212
YGR104C,-0.243,0.266,0.12,-0.0128,-0.456,0.115,-0.238,-0.156
YGR153W,1.405,0.572,-0.1084,1.3299,1.2018,0.345,0.7205,1.8835
YHR047C,0.2565,-0.327,0.2815,-0.0855,-0.2065,-0.1655,-0.119,-0.2085
YER157W,0.418,0.229,0.344,0.191,0.243,-1.441,0.469,0.727
YKL126W,0.322,0.839,1.38,1.018,1.085,0.338,-0.134,0.077
YOR267C,2.246,2.114,2.286,1.889,1.721,0.791,0.587,0.468
YCR091W,1.52,1.998,2.968,2.375,2.534,0.971,0.616,0.765
YJR086W,0.5405,0.9565,0.4165,0.7015,0.847,-0.167,0.572,0.8525
YPL148C,3.833,4.618,3.7,4.073,1.0,3.087,2.585,2.0
YOL131W,1.264,0.71,0.869,0.667,0.322,1.152,-1.123,-0.835
YFL010W-A,0.57,1.415,0.869,0.93,0.772,0.0,0.824,0.558
YHR010W,-0.499,-1.2885,-2.471,-1.8605,-2.255,-1.9545,-1.009,-0.3445
YPL277C,0.591,0.656,0.447,0.43,-0.045,-0.105,0.215,-0.404
YGR211W,3.253,1.3205,-0.406,-0.968,-0.993,-0.9555,-0.179,-0.1495
YDR230W,0.877,1.591,1.339,1.4,1.203,0.428,0.503,0.616
YPL076W,-0.29,0.276,-0.075,-0.129,-0.141,0.18,0.818,-0.11
YJL141C,2.3005,1.997,2.1465,2.3545,2.071,0.2785,0.4485,0.5795
YOL044W,-0.375,0.489,-0.079,-0.041,-0.446,0.156,-0.249,-0.153
YKL059C,0.064,-0.195,-0.083,0.628,0.0465,-0.675,0.101,-0.2665
YNL247W,-0.228,-1.459,-1.853,-1.668,-1.793,-1.337,0.122,-0.089
YPL003W,1.525,1.7,1.675,1.768,1.117,1.1,0.423,0.348
YDR347W,-0.746,0.258,0.599,1.936,-0.062,0.646,0.027,-0.186
YOR239W,-0.14,-0.304,-0.663,-0.546,-0.52,-0.271,0.303,0.042
YNR069C,2.3745,1.6155,2.789,3.1295,1.5212,1.8246,1.1144,1.3317
YCL069W,-0.905,-0.867,1.784,-0.967,-0.911,-0.225,-0.231,-0.286
YOL157C,0.947,1.752,1.667,1.408,1.049,1.036,0.301,0.364
YBR228W,0.213,0.777,0.386,0.39,-0.025,0.422,0.101,0.18
YGL088W,0.465,-0.1,-0.014,0.011,-0.108,-0.437,-0.711,-0.657
YJL067W,0.511,1.1445,1.069,1.1014,0.659,0.1395,0.2445,0.023
YEL063C,0.065,-0.159,-0.128,-0.134,-0.447,0.07,-0.37,-0.589
YDL216C,1.931,1.152,-0.692,0.4997,0.156,-0.585,-0.205,0.197
YLR342W,-0.34,-1.901,-1.145,-1.019,-1.39,0.235,-0.015,-0.431
YBR293W,-0.655,-0.175,-0.388,-0.581,-0.589,-0.194,-0.269,-0.197
YHR037W,1.0133,0.68,0.186,1.0557,0.6667,0.5125,0.443,0.0043
YDR399W,-2.012,-3.303,-3.808,-3.98,-4.226,-1.273,-1.251,-1.185
YHR134W,1.525,1.1435,1.5944,1.8967,1.1196,1.6342,1.6775,1.23
YMR038C,-0.054,0.135,-0.313,-0.444,-0.856,-0.437,-0.326,-0.289
YKL097C,0.424,0.805,0.251,1.07,-0.162,0.435,-0.671,-0.769
YNL088W,1.178,0.4885,0.7185,1.3514,0.3505,1.379,0.9075,1.7235
YMR224C,-0.756,0.274,0.327,0.034,-0.535,0.157,-0.042,-0.3
YHL040C,-0.2903,-0.0693,-0.3427,-0.83,-1.4813,-0.1417,-0.1187,-0.787
YDR446W,-0.144,0.37,0.0,-0.377,-0.868,-1.287,-1.018,-0.725
YMR158W,0.134,1.056,0.227,0.6639,0.398,0.195,0.205,0.077
YLR213C,0.178,-0.182,-0.249,-0.332,-0.363,-0.018,-0.253,-0.081
YDL176W,-0.217,-0.813,-0.355,-0.359,-0.425,-0.317,-0.009,0.034
YAL014C,0.177,0.389,0.472,0.431,0.352,-0.301,0.163,0.05
YLR292C,-0.351,-0.088,-0.547,-0.304,-0.815,-0.212,-0.201,-0.108
YNL096C,-0.286,-0.781,-1.989,-1.724,-2.093,-1.409,-1.02,-0.855
YKR025W,-0.072,-1.492,-1.502,1.505,-1.585,-1.27,-0.379,-0.545
YGR060W,0.374,0.03,0.4585,0.346,0.01,0.431,-0.0615,-1.624
YDL132W,0.394,0.241,0.863,0.434,0.887,0.51,0.446,0.465
YAL034C-B,1.273,0.695,1.145,1.367,0.537,0.431,1.477,2.1
YGR119C,-0.1625,-0.234,-0.2795,-0.074,-0.2685,-0.772,0.273,0.1785
YDL196W,0.459,-0.186,0.289,2.381,0.284,0.296,0.087,-0.114
YDR071C,0.192,0.529,-0.087,0.199,-0.128,-0.441,0.226,0.431
YPR169W,-0.363,-0.83,-1.176,-0.792,-0.82,-0.956,-0.369,-0.074
YKR083C,-0.006,-0.181,-0.961,-0.377,-0.403,-0.71,0.041,0.123
YHR022C,-0.0305,0.6195,1.2305,1.6235,0.6035,1.468,0.0995,-0.141
YBR174C,-0.229,0.0,-0.058,-0.466,-0.322,-0.189,-0.225,-0.319
YHR007C,0.909,0.5857,-0.1264,1.402,0.208,1.1212,0.3447,0.3673
YLR091W,0.185,-0.016,-0.071,3.75,-0.062,-0.393,-0.015,-0.352
YDL156W,-0.243,-0.636,-0.384,-0.433,-0.134,0.152,0.374,-0.008
YHL018W,0.081,0.457,0.513,0.0555,-0.1585,0.261,-0.0255,-0.179
YFL054C,2.059,2.912,3.026,2.671,2.322,1.6228,0.758,0.517
YBL108W,-0.004,0.423,-0.179,-0.79,-1.027,-0.142,-0.46,-0.818
YOR004W,-2.002,-4.23,-4.757,-5.035,-3.548,-2.232,-1.186,-1.224
YGL193C,0.016,0.87,0.542,-0.092,-0.469,0.684,-0.184,-0.168
YJL037W,0.8905,1.076,0.4334,0.1145,0.0405,-0.373,0.4405,-1.222
YKL006W,-0.4415,-0.5725,-1.828,-2.227,-2.75,-1.283,-0.92,-0.778
YBR178W,0.912,0.997,1.456,0.853,0.454,0.454,0.101,0.182
YGR083C,-0.548,-1.938,-1.511,-0.685,-0.946,-0.51,0.026,-0.066
YLL009C,0.407,1.228,0.332,1.574,1.218,0.78,1.188,1.429
YLR064W,0.496,1.291,1.196,0.041,0.712,0.361,0.339,0.082
YDR090C,-0.303,-0.052,0.278,-0.26,0.061,0.341,-0.215,-0.305
YBR033W,0.2375,-0.2805,-0.26,0.0495,-0.5885,0.031,-1.081,0.0735
YBL041W,0.418,0.507,0.79,0.949,0.853,0.539,0.492,0.564
YCR077C,-0.226,0.186,0.385,-0.119,-0.485,0.263,0.001,-0.247
YGL048C,0.116,0.355,0.597,-0.321,0.764,0.253,0.41,0.359
YJL090C,-0.2235,-0.5255,-0.3305,-0.147,-0.0515,0.058,0.1925,0.583
YLR257W,1.126,1.596,1.565,1.674,1.651,0.424,0.442,0.456
YBR133C,-0.335,-0.119,-0.216,-0.319,-0.843,-0.188,-0.321,-0.308
YLR096W,-0.226,-0.445,-0.065,0.001,-0.221,0.255,-0.312,-0.404
YKR095W,0.78,0.8075,0.7565,1.218,0.379,-0.5571,-0.0485,-1.0015
YKL084W,-0.156,0.09,-0.315,-1.09,-0.915,-0.414,0.297,0.095
YDL009C,0.6,1.434,0.888,2.248,0.707,0.02,0.376,0.223
YCL076W,-0.447,-0.522,-0.962,-1.013,-1.298,-1.341,-2.044,-1.474
YLR403W,-0.18,-0.491,0.05,-0.052,0.043,0.296,-0.393,-0.224
YNL001W,-1.108,-1.361,-1.84,-1.202,-1.3,-0.808,-0.757,-0.469
YOR374W,3.834,5.581,6.023,5.497,5.435,4.124,2.019,2.019
YLR099C,0.086,0.465,-0.002,-0.19,-0.266,-0.251,0.391,0.391
YLR456W,0.206,-0.028,-0.089,0.455,-0.128,0.013,-0.041,0.25
YOR181W,1.278,1.369,1.899,1.316,1.335,1.276,0.126,0.163
YPR077C,1.041,0.902,1.19,1.3004,-0.469,-0.541,0.0,-0.193
YGR004W,-0.243,0.136,0.101,-0.1049,-0.606,-0.158,-0.478,-0.336
YDR103W,0.063,0.565,0.934,0.447,0.167,0.846,0.375,-0.167
YIL174W,0.054,0.5545,-0.494,-0.195,-0.47,-0.3055,-0.2245,-0.724
YDL121C,0.479,0.741,0.411,0.3152,-0.009,-0.61,-1.263,0.534
YGR014W,-0.711,-1.205,-0.37,-0.487,-0.762,0.43,0.266,-0.048
YMR168C,-0.084,0.126,0.373,1.464,0.104,0.336,0.415,0.244
YFL048C,0.163,0.48,0.612,0.629,0.658,0.363,0.312,0.364
YNL283C,-0.524,-0.406,-0.304,-0.743,-0.782,-0.211,-0.472,-0.433
YGL223C,-0.037,0.249,0.089,-0.12,-0.273,0.251,0.36,0.164
YOR275C,0.139,0.411,0.893,0.627,0.374,0.323,0.055,0.321
YFR046C,0.332,0.413,0.132,0.214,0.085,-0.152,0.597,0.307
